"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Bad",70,186,5,75,35,2,2,87,28,6,2,24,4,16,1,2,2,26,33,4,2,1,33
"Bad",57,92,11,31,12,0,0,92,5,4,6,12,2,17,-7,1,1,87,-8,7,1,2,80
"Good",79,214,4,85,37,0,0,97,8,4,6,15,2,27,4,2,2,6,78,3,3,0,38
"Good",88,205,8,138,37,0,0,100,-7,7,8,8,1,11,19,0,0,2,-8,4,1,0,24
"Bad",58,263,2,88,24,1,1,96,3,4,6,26,3,62,0,0,0,25,68,5,4,-8,90
"Bad",79,373,34,136,13,1,0,71,14,6,5,15,0,13,0,3,3,1,-8,2,1,0,38
"Bad",61,143,4,103,2,2,2,25,35,6,2,4,1,50,-7,2,2,-8,-8,-8,1,-8,100
"Bad",59,132,34,80,11,3,0,47,2,3,5,17,0,41,0,2,2,2,-8,2,1,0,67
"Bad",70,332,11,123,19,1,1,100,-7,6,8,20,1,25,-7,2,2,22,-8,2,2,1,55
"Good",68,379,14,149,4,2,2,33,39,6,2,6,0,83,0,0,0,4,-8,1,1,-8,100
"Bad",66,147,8,79,19,1,1,84,23,6,6,20,1,63,0,2,2,35,17,1,3,1,57
"Good",65,259,4,121,4,2,0,29,39,6,5,7,2,29,0,1,1,100,98,1,1,1,100
"Good",82,340,2,81,65,0,0,100,-7,7,8,84,11,44,1,3,3,21,56,6,4,0,48
"Bad",68,169,4,107,25,0,0,100,-7,7,8,7,1,32,0,1,1,66,73,11,3,5,82
"Bad",74,158,6,73,14,0,0,93,9,4,6,14,1,64,0,0,0,29,28,2,3,0,83
"Bad",58,210,14,87,23,0,0,70,1,4,6,23,0,35,0,1,1,53,5,6,3,2,77
"Bad",60,340,11,85,27,0,0,81,2,4,6,32,1,38,-7,0,0,40,100,6,2,2,73
"Bad",75,146,1,69,16,0,0,100,-7,7,8,20,6,25,-7,2,2,43,98,3,2,0,63
"Bad",83,350,10,101,32,0,0,97,-8,6,6,32,1,19,0,0,0,2,61,3,4,0,54
"Good",67,182,7,50,13,0,0,100,-7,7,8,6,1,62,-7,2,2,24,51,3,3,-8,86
"Bad",67,158,0,51,28,0,0,97,-8,6,6,29,1,45,0,2,2,44,42,5,1,3,67
"Bad",60,-8,2,95,42,2,1,87,3,4,3,49,3,18,-7,8,8,44,60,7,3,1,48
"Good",80,112,1,57,24,0,0,100,-7,7,8,25,4,16,13,0,0,11,95,3,2,0,31
"Bad",74,68,4,36,15,0,0,100,-7,7,8,15,3,47,0,0,0,86,94,1,2,1,75
"Bad",64,110,2,58,42,1,0,89,15,6,5,46,4,4,2,6,6,30,-8,12,1,1,74
"Bad",88,133,14,63,5,0,0,100,-7,7,8,6,0,40,-7,0,0,4,44,1,2,0,75
"Good",70,281,8,77,26,0,0,92,34,6,6,27,1,35,-8,0,0,55,28,5,2,3,58
"Bad",77,127,2,62,11,0,0,100,-7,7,8,10,1,25,-7,3,3,28,43,3,2,1,83
"Good",78,130,7,54,22,0,0,100,-7,7,8,23,2,30,-7,0,0,24,90,3,3,0,67
"Good",78,368,26,132,28,0,0,96,47,6,6,38,0,29,2,2,2,15,-8,1,2,0,30
"Good",66,358,7,116,26,2,1,97,1,3,5,29,1,38,3,1,1,1,11,1,2,0,19
"Bad",61,83,1,45,15,0,0,74,10,4,6,20,5,26,0,2,2,20,-8,3,1,0,40
"Bad",64,363,8,101,33,1,0,74,8,4,5,35,1,31,0,1,1,31,92,3,2,1,42
"Bad",58,247,2,62,30,0,0,94,1,4,6,32,4,34,9,0,0,62,70,5,2,2,89
"Good",78,146,14,78,10,1,0,82,37,6,5,11,0,27,0,0,0,30,-8,5,1,0,67
"Good",79,112,2,52,39,0,0,100,-7,7,8,77,3,12,1,2,2,22,51,4,2,1,55
"Bad",71,215,2,72,55,0,0,100,-7,7,8,47,10,27,-7,1,1,45,-8,8,4,2,43
"Bad",59,89,26,62,2,1,1,67,2,0,2,3,0,33,0,4,4,100,63,1,1,1,67
"Bad",59,326,7,72,21,0,0,81,4,4,6,21,2,52,0,2,2,23,-8,5,1,1,67
"Bad",58,109,9,62,15,0,0,93,4,4,6,15,1,27,0,1,1,73,47,5,3,2,80
"Bad",63,95,3,44,17,0,0,94,1,4,6,17,2,47,9,0,0,68,89,3,5,0,100
"Good",65,108,4,51,29,0,0,97,69,6,6,29,3,45,0,0,0,58,108,8,6,2,74
"Good",84,204,5,58,24,0,0,100,-7,7,8,26,5,38,1,2,1,2,96,4,2,0,46
"Good",73,195,27,86,19,0,0,100,-7,7,8,20,0,40,-8,0,0,76,45,6,1,4,70
"Good",72,130,8,55,30,0,0,100,-7,6,8,32,4,53,0,2,2,39,82,4,7,0,79
"Good",77,265,8,82,13,0,0,100,-7,7,8,13,1,38,0,0,0,47,92,3,2,2,83
"Good",66,74,15,43,13,0,0,100,-7,7,8,14,0,23,-7,0,0,68,64,5,1,3,75
"Good",65,100,9,40,15,0,0,93,9,4,6,15,3,47,0,0,0,50,65,3,2,0,71
"Good",74,390,1,98,37,0,0,100,-7,7,8,38,5,24,0,4,3,22,64,4,1,1,33
"Good",85,278,13,104,23,0,0,100,-7,7,8,23,0,35,5,1,1,42,69,1,3,0,44
"Bad",66,134,3,51,21,0,0,100,-7,7,8,21,5,29,0,3,3,59,44,5,2,3,58
"Good",79,153,4,64,11,0,0,100,-7,7,8,8,3,36,11,0,0,68,54,3,3,1,86
"Good",77,191,8,97,11,0,0,86,45,6,6,14,1,50,-7,0,0,43,-8,2,1,0,100
"Bad",63,153,3,48,17,0,0,88,4,4,6,17,1,47,0,3,3,44,94,3,3,0,50
"Bad",65,121,1,41,20,2,2,88,9,0,2,26,3,27,0,5,5,15,52,3,4,0,47
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",66,259,4,108,10,7,7,100,-7,6,8,14,4,10,0,2,2,18,-8,3,1,1,67
"Bad",91,392,24,150,17,0,0,100,-7,7,8,17,0,6,-8,0,0,7,-8,3,1,0,44
"Good",77,227,2,74,66,0,0,99,75,6,6,76,4,30,-7,1,1,24,90,12,9,1,58
"Bad",63,262,26,95,3,2,2,75,27,6,4,6,0,100,0,0,0,-8,-8,-8,1,-8,100
"Bad",59,182,7,71,15,0,0,73,2,4,6,15,1,27,-7,0,0,60,-8,5,1,1,100
"Bad",76,422,5,128,35,2,0,89,9,3,5,37,2,3,0,1,1,4,-8,4,1,0,20
"Bad",58,132,3,72,18,1,0,92,1,3,5,26,3,46,0,4,4,54,38,2,3,-8,63
"Good",84,128,3,48,23,0,0,100,-7,7,8,23,3,30,0,1,1,14,99,4,3,0,64
"Bad",80,154,14,69,39,0,0,98,71,6,6,41,0,27,0,1,1,10,59,3,3,0,55
"Good",80,263,6,89,34,0,0,100,-7,7,8,44,1,33,0,4,4,27,47,4,3,1,64
"Good",84,-8,5,71,15,0,0,100,-7,7,8,0,2,20,20,0,0,2,69,3,3,0,60
"Bad",59,116,10,70,3,1,1,75,11,0,2,4,1,100,0,1,1,-8,77,-8,2,-8,100
"Bad",63,282,2,112,20,0,0,71,12,6,6,21,1,29,0,1,0,51,-8,7,2,3,77
"Good",60,132,15,73,18,2,1,81,7,4,3,21,0,38,0,0,0,55,68,3,2,3,56
"Good",64,165,1,52,9,2,2,82,28,6,4,12,1,18,0,2,2,9,100,2,1,0,50
"Bad",78,263,1,116,14,0,0,100,-7,7,8,16,3,19,0,14,14,45,-8,4,-8,2,40
"Good",89,199,11,81,15,0,0,100,-7,7,8,15,2,40,-8,0,0,6,-8,3,1,0,57
"Good",86,467,10,123,25,0,0,96,17,6,6,26,1,31,9,0,0,3,34,4,1,0,50
"Good",78,292,15,113,26,0,0,100,-7,7,8,26,0,35,1,1,1,24,83,3,4,1,62
"Bad",85,59,21,90,9,0,0,100,-7,7,8,19,0,56,-8,0,0,0,70,0,2,-8,67
"Bad",81,220,12,36,5,0,0,100,-7,7,8,35,0,60,7,0,0,0,-8,0,1,0,33
"Bad",66,64,2,41,21,0,0,95,41,6,6,22,2,27,0,3,2,67,47,3,3,2,50
"Bad",87,211,16,139,19,0,0,95,13,6,6,20,0,35,4,2,1,3,-8,2,1,0,33
"Bad",61,229,21,114,20,3,1,68,8,4,4,25,0,36,0,2,2,63,86,6,3,1,90
"Good",85,109,35,73,4,0,0,100,-7,7,8,5,0,0,-7,1,0,2,-8,1,-8,0,33
"Bad",89,496,8,140,20,0,0,100,-7,7,8,22,1,0,0,2,1,7,-8,3,-8,0,27
"Good",69,192,1,67,34,0,0,100,-7,7,8,36,5,42,0,3,3,42,76,4,5,1,79
"Bad",72,194,17,98,18,1,1,94,54,6,6,19,0,28,0,0,0,43,-8,3,1,-8,57
"Good",81,218,4,68,53,0,0,100,-7,7,8,9,3,25,5,0,0,26,40,4,3,1,54
"Bad",43,71,11,48,7,1,0,88,1,3,5,8,1,75,0,0,0,-8,53,1,1,-8,100
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",63,285,12,57,17,1,1,82,21,6,6,23,0,35,0,4,4,67,87,5,4,2,82
"Good",78,227,5,92,28,0,0,100,-7,7,8,43,4,57,5,2,2,49,79,3,2,2,63
"Good",77,174,10,98,19,0,0,100,-7,7,8,21,2,33,0,1,1,33,50,7,2,0,75
"Bad",63,194,2,42,24,3,2,93,29,6,4,28,6,14,0,3,3,33,-8,7,2,3,50
"Good",77,148,5,84,14,0,0,100,-7,7,8,15,1,53,4,1,1,57,54,1,3,1,83
"Good",68,205,10,158,13,0,0,100,-7,7,8,14,1,14,-7,2,2,65,-8,8,-8,2,89
"Good",82,476,3,113,25,0,0,100,-7,7,8,25,3,8,-7,3,3,0,98,4,1,1,29
"Good",71,136,10,57,24,0,0,100,-7,7,8,24,2,29,0,2,2,62,-8,2,1,1,60
"Bad",61,49,5,25,7,0,0,89,28,6,6,9,2,89,-7,2,2,113,97,1,2,1,100
"Good",78,176,13,100,36,2,2,100,-7,6,8,36,0,30,3,1,1,1,-8,1,2,0,33
"Good",89,384,4,111,31,0,0,100,-7,7,8,33,2,30,3,3,3,12,-8,1,1,0,33
"Bad",66,175,4,88,8,3,0,50,14,6,5,12,2,33,0,3,3,32,-8,3,1,0,80
"Good",55,106,4,51,18,1,1,76,2,0,2,22,3,57,3,1,1,22,38,4,2,0,67
"Bad",63,65,2,40,12,3,2,82,8,4,3,18,3,76,0,3,3,3,100,2,3,0,83
"Good",75,224,19,97,21,0,0,100,-7,7,8,21,0,33,-7,0,0,57,49,2,2,2,36
"Bad",58,189,2,82,41,1,0,85,21,6,5,15,2,11,-7,2,0,49,-8,10,1,5,46
"Good",72,151,7,60,30,1,0,97,36,6,5,34,4,27,6,0,0,16,78,3,6,1,45
"Bad",68,122,13,63,20,0,0,91,2,4,6,23,0,65,0,1,1,0,49,0,6,-8,86
"Bad",62,85,13,42,14,1,1,80,5,4,4,15,0,27,-7,0,0,49,-8,3,1,1,67
"Bad",73,131,3,84,20,0,0,100,-7,7,8,14,6,60,-7,4,4,48,50,4,8,2,93
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",79,102,5,34,14,0,0,100,-7,7,8,14,3,43,0,2,2,0,0,0,2,-8,50
"Bad",56,92,3,43,18,1,0,79,1,4,5,20,2,79,-7,1,1,51,85,2,5,-8,100
"Good",88,530,5,182,17,0,0,100,-7,7,8,17,2,24,0,0,0,3,81,5,2,0,64
"Good",89,199,10,90,24,0,0,100,-7,7,8,26,1,62,18,0,0,5,33,2,4,1,75
"Good",77,242,2,86,14,0,0,93,17,6,6,15,1,33,-7,1,1,26,-8,3,2,0,83
"Good",79,175,1,59,21,0,0,100,-7,7,8,22,2,68,1,1,1,46,92,2,3,1,71
"Good",79,199,12,87,12,0,0,92,9,4,6,14,0,17,-7,0,0,1,-8,3,1,0,67
"Bad",69,198,3,111,21,1,1,100,-7,0,8,23,3,26,-7,1,1,5,-8,2,2,0,57
"Bad",75,340,2,111,19,1,0,96,78,6,5,23,2,13,0,1,1,41,-8,6,1,1,58
"Bad",69,193,7,62,15,0,0,100,-7,7,8,16,1,44,6,0,0,77,70,5,3,4,80
"Bad",72,178,8,79,56,0,0,100,-7,5,8,59,2,17,0,1,1,48,33,12,4,3,70
"Good",91,320,13,123,5,0,0,100,-7,7,8,5,0,20,0,0,0,4,66,2,1,0,60
"Good",90,162,12,99,19,0,0,100,-7,7,8,21,0,52,-8,0,0,3,-8,3,1,0,67
"Bad",59,76,5,38,23,0,0,88,10,4,6,24,3,38,0,0,0,69,95,4,6,2,83
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",78,217,27,107,13,0,0,100,-7,7,8,15,0,53,-8,0,0,1,53,1,1,0,67
"Good",82,115,4,58,24,1,0,96,50,6,5,25,4,52,4,1,1,2,52,1,4,0,71
"Bad",70,127,5,53,26,0,0,100,-7,7,8,26,2,50,0,0,0,59,65,4,4,3,67
"Good",82,151,4,68,25,0,0,100,-7,7,8,25,1,8,23,0,0,6,-8,4,1,1,38
"Bad",68,169,3,74,9,2,1,73,33,6,2,11,1,45,0,1,1,10,101,1,2,-8,75
"Bad",77,76,7,31,8,0,0,100,-7,7,8,8,1,50,0,2,2,32,95,3,3,0,100
"Good",72,349,8,142,32,0,0,82,28,6,6,34,2,26,0,1,1,1,57,1,4,0,30
"Good",68,130,7,64,31,3,3,82,16,6,2,34,3,21,0,4,3,14,2,5,3,0,44
"Bad",74,99,8,51,16,0,0,100,-7,7,8,16,1,56,0,0,0,15,-8,5,3,1,89
"Bad",88,188,17,107,9,0,0,100,-7,7,8,16,0,33,-7,0,0,0,69,1,2,0,57
"Bad",62,171,5,92,52,1,0,90,4,3,5,58,2,47,-7,0,0,28,32,7,7,0,78
"Bad",67,330,5,53,39,1,1,97,35,6,6,51,5,49,5,1,1,47,67,7,4,1,85
"Bad",81,270,10,109,6,0,0,100,-7,7,8,6,2,0,1,1,1,76,-8,1,-8,1,33
"Bad",74,148,6,68,43,0,0,100,-7,7,8,26,3,11,-7,3,3,24,90,16,2,0,69
"Good",91,396,22,127,18,0,0,100,-7,7,8,18,0,17,-8,0,0,5,-8,1,-8,0,50
"Good",84,433,5,136,21,0,0,100,-7,7,8,24,1,33,-8,0,0,47,87,2,3,0,50
"Good",89,270,3,98,12,0,0,100,-7,7,8,12,2,25,13,0,0,9,6,2,2,0,67
"Bad",64,190,7,70,34,0,0,91,7,4,6,35,1,20,0,0,0,18,70,12,2,2,52
"Good",58,305,9,99,36,1,1,100,-7,0,8,39,1,68,0,2,2,57,79,5,4,2,75
"Bad",75,102,3,50,15,0,0,100,-7,7,8,16,3,27,0,3,3,41,98,4,2,1,86
"Good",89,315,13,90,13,0,0,100,-7,7,8,13,0,15,0,0,0,6,85,1,1,0,33
"Bad",64,51,6,22,15,0,0,100,-7,5,8,24,3,25,0,0,0,61,84,10,3,1,100
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",80,388,15,88,41,0,0,100,-7,7,8,42,0,14,0,2,1,16,72,12,2,0,74
"Bad",56,419,4,61,31,1,0,76,1,4,5,33,6,30,0,0,0,44,79,9,3,1,80
"Bad",65,221,1,90,28,2,2,94,20,6,6,33,6,48,0,4,4,9,67,3,2,0,56
"Bad",62,178,5,67,28,0,0,80,5,4,6,30,3,30,1,2,2,21,79,2,4,1,46
"Good",92,279,1,167,4,0,0,100,-7,7,8,5,1,0,0,0,0,4,-8,2,-8,0,100
"Bad",66,152,5,78,11,2,2,100,-7,6,8,12,1,36,0,1,1,86,64,4,2,1,86
"Bad",73,288,11,61,8,0,0,88,8,4,6,24,2,50,1,1,1,46,-8,2,1,0,100
"Good",75,135,4,60,12,1,0,93,26,6,5,14,2,43,7,0,0,79,96,3,3,1,100
"Good",80,181,19,100,17,0,0,100,-7,7,8,17,0,6,0,2,1,16,-8,2,1,1,80
"Good",80,268,3,96,41,0,0,98,46,6,6,41,1,41,2,5,5,7,83,2,5,0,58
"Bad",57,423,12,197,8,1,1,89,2,2,4,9,0,22,0,0,0,72,-8,4,-8,1,80
"Bad",83,321,2,103,31,0,0,100,-7,7,8,35,4,20,5,1,1,33,97,9,3,0,71
"Good",75,97,0,43,28,0,0,100,-7,6,8,30,4,67,0,5,5,48,79,3,5,1,89
"Bad",69,156,10,84,19,1,1,86,36,6,3,22,2,73,0,6,6,-8,75,-8,2,-8,100
"Bad",84,73,6,40,6,0,0,100,-7,7,8,6,1,67,0,1,1,1,91,1,2,0,100
"Good",76,230,15,77,25,0,0,92,1,4,6,25,0,20,-7,0,0,6,83,2,2,0,57
"Bad",69,372,18,147,11,1,0,77,1,4,5,13,0,38,0,0,0,23,70,5,3,0,73
"Good",77,146,7,76,30,0,0,100,-7,7,8,30,2,33,0,0,0,41,-8,5,1,2,75
"Bad",74,97,7,55,15,0,0,87,9,4,6,15,1,67,0,1,1,0,0,1,2,1,75
"Bad",65,371,12,123,19,0,0,95,63,6,6,20,0,26,1,3,3,91,60,8,3,7,100
"Bad",62,183,5,95,8,5,2,50,17,6,2,14,1,29,0,2,2,59,-8,1,1,1,50
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",66,48,3,19,11,0,0,100,-7,7,8,11,5,18,-7,1,1,39,80,7,2,1,90
"Good",84,170,1,66,19,0,0,100,-7,7,8,22,2,15,0,10,10,0,96,1,2,-8,30
"Good",82,164,2,108,38,0,0,100,-7,7,8,30,2,15,2,2,2,2,41,2,1,0,17
"Bad",61,66,5,39,16,1,1,90,23,5,6,21,1,75,0,1,1,101,79,3,4,1,100
"Good",90,330,29,117,20,0,0,100,-7,7,8,20,0,20,-8,0,0,1,-8,1,1,0,22
"Good",75,80,6,91,14,1,1,93,11,0,2,4,1,33,-8,0,0,26,32,4,2,0,67
"Bad",83,250,3,107,22,0,0,96,48,6,6,24,1,50,-7,1,1,15,64,5,3,0,80
"Good",80,322,4,103,25,1,0,92,21,6,5,26,1,12,0,0,0,2,-8,2,1,1,33
"Good",90,376,4,130,17,0,0,100,-7,7,8,27,2,53,4,1,1,1,89,2,2,0,57
"Bad",65,248,2,77,28,3,1,84,30,5,3,33,3,53,-7,0,0,31,34,8,4,1,80
"Good",65,198,5,73,22,1,0,88,27,6,5,24,1,17,0,2,2,31,-8,3,1,1,57
"Bad",65,-8,6,60,3,5,3,50,14,0,5,6,3,17,9,0,0,5,-8,3,-8,0,60
"Good",72,111,4,32,21,0,0,100,-7,7,8,21,3,24,21,0,0,50,100,5,2,2,57
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",70,154,8,124,9,1,0,70,5,3,5,24,1,50,-7,1,1,9,-8,1,1,0,40
"Bad",72,168,8,62,10,0,0,100,-7,7,8,11,1,18,0,5,5,60,82,7,1,0,100
"Bad",79,255,14,99,29,0,0,97,-8,6,6,33,0,67,-7,0,0,70,60,2,3,0,71
"Good",72,111,111,111,1,1,0,0,19,6,5,2,0,0,-8,0,0,-8,-8,-8,-8,-8,100
"Good",66,184,6,44,5,1,1,100,-7,7,8,6,3,60,0,1,1,32,88,1,3,0,80
"Bad",63,98,5,37,14,1,0,93,77,6,5,15,4,33,0,0,0,74,-8,4,1,2,83
"Bad",76,166,10,55,35,0,0,100,-7,7,8,36,3,19,0,2,2,25,-8,6,1,1,47
"Bad",67,89,1,36,16,0,0,100,-7,7,8,19,5,26,0,4,4,63,29,6,2,3,73
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",83,130,7,62,15,0,0,100,-7,7,8,15,1,33,6,0,0,13,-8,3,1,0,57
"Good",75,310,1,83,25,0,0,100,-7,7,8,13,4,32,-7,1,1,28,83,3,4,1,62
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",67,97,2,46,8,0,0,100,-7,7,8,9,1,33,0,1,1,66,48,5,2,1,88
"Good",90,242,35,158,7,0,0,100,-7,7,8,15,0,14,-8,0,0,0,-8,2,-8,0,33
"Bad",54,40,6,23,7,0,0,86,14,6,6,7,1,57,0,2,2,89,74,3,3,-8,100
"Bad",71,177,8,95,24,0,0,96,-8,6,6,24,1,75,-7,1,1,87,87,4,2,3,100
"Good",69,304,3,130,33,0,0,94,51,6,6,34,1,21,0,7,6,31,99,7,2,3,60
"Bad",65,120,8,63,5,1,0,80,18,6,5,10,1,80,0,5,5,-8,-8,-8,1,-8,100
"Bad",82,511,20,168,20,0,0,100,-7,7,8,20,0,25,-7,0,0,16,-8,3,1,1,40
"Good",84,312,27,111,19,0,0,100,-7,7,8,20,0,32,12,1,0,49,10,3,2,0,60
"Good",89,299,6,123,25,0,0,100,-7,7,8,25,3,16,0,0,0,5,-8,5,1,0,46
"Good",86,212,7,90,26,0,0,100,-7,7,8,29,1,21,-8,0,0,10,-8,1,2,0,57
"Good",75,300,2,73,52,0,0,98,76,6,6,63,8,29,4,1,1,19,68,7,8,2,71
"Good",61,61,3,27,7,1,0,75,11,4,5,8,3,38,2,4,4,41,96,2,3,0,83
"Good",81,232,9,81,20,0,0,100,-7,7,8,21,1,10,0,0,0,13,-8,6,1,1,50
"Bad",63,200,18,79,16,0,0,82,3,4,6,17,0,29,9,0,0,31,68,2,1,1,50
"Bad",84,186,2,79,14,0,0,100,-7,7,8,16,3,75,0,4,4,25,-8,1,2,0,75
"Bad",72,261,27,131,16,1,1,94,13,6,6,16,0,25,-7,0,0,11,-8,1,1,0,29
"Good",64,216,2,86,18,5,1,60,42,6,4,25,2,36,0,4,3,40,58,1,4,1,60
"Good",71,157,7,78,13,1,1,100,-7,6,8,14,1,43,0,0,0,52,68,2,3,0,83
"Good",72,202,4,110,18,1,1,100,-7,7,8,22,2,32,-7,0,0,16,92,2,2,0,80
"Good",88,302,22,93,14,0,0,100,-7,7,8,16,0,7,4,1,1,2,-8,4,-8,0,67
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",54,316,30,132,8,10,6,47,4,3,3,19,0,47,5,0,0,38,60,2,2,0,57
"Bad",83,414,14,108,30,0,0,100,-7,7,8,31,0,45,1,2,2,13,13,4,3,0,88
"Bad",76,42,18,27,7,0,0,100,-7,7,8,7,0,71,0,1,1,30,-8,1,3,0,80
"Good",77,188,3,64,27,0,0,100,-7,7,8,27,2,15,-7,1,1,22,62,2,3,0,45
"Good",89,193,9,114,13,0,0,100,-7,7,8,14,1,43,0,0,0,1,88,2,2,0,67
"Bad",68,124,8,51,17,0,0,100,-7,7,8,17,1,47,0,2,2,72,73,2,2,2,80
"Bad",59,168,3,38,21,0,0,100,-7,7,8,21,12,38,0,1,1,85,90,10,5,4,94
"Bad",59,131,7,81,13,1,0,69,5,4,5,17,1,50,-7,2,2,75,-8,3,2,1,100
"Bad",63,45,5,28,16,0,0,100,-7,7,8,16,2,19,0,10,10,47,-8,6,-8,2,75
"Bad",63,221,9,67,26,0,0,96,15,6,6,26,1,27,0,0,0,30,-8,5,1,3,50
"Good",78,221,4,108,13,0,0,100,-7,7,8,15,1,40,3,4,4,90,-8,2,2,2,80
"Good",86,377,7,155,26,0,0,100,-7,7,8,29,1,14,15,0,0,12,-8,8,1,0,75
"Bad",57,137,52,80,3,2,2,33,-7,5,7,3,0,100,-7,0,0,-8,82,-8,2,-8,100
"Good",62,265,11,90,33,0,0,88,4,4,6,33,1,33,-7,0,0,35,48,6,5,1,50
"Good",59,48,10,23,21,0,0,100,-7,7,8,22,2,43,1,3,2,52,87,5,4,3,75
"Bad",57,177,10,74,10,3,2,69,5,1,3,13,1,38,0,4,4,8,31,1,3,0,67
"Good",75,295,5,99,43,0,0,100,-7,7,8,48,3,40,0,1,1,3,-8,5,2,-8,78
"Good",75,164,7,65,32,2,0,88,66,6,5,34,3,21,0,1,1,7,-8,4,1,0,63
"Bad",72,260,15,142,22,0,0,100,-7,7,8,23,0,30,0,3,3,90,67,4,1,3,83
"Good",86,144,2,65,20,0,0,100,-7,7,8,21,1,24,2,5,5,4,84,1,2,0,30
"Good",89,256,3,100,19,0,0,100,-7,7,8,27,2,47,-7,1,1,0,73,0,4,0,57
"Good",89,363,1,106,21,0,0,100,-7,6,7,24,1,29,0,1,1,2,74,5,2,0,64
"Good",77,240,9,78,20,0,0,100,-7,7,8,20,1,45,0,0,0,34,67,4,2,2,60
"Good",67,159,6,96,8,1,1,89,-8,6,6,9,2,22,0,10,10,77,-8,5,-8,0,71
"Good",82,151,3,65,14,0,0,100,-7,7,8,14,1,7,-7,0,0,27,-8,2,1,1,43
"Bad",73,271,56,148,8,1,1,88,47,6,6,8,0,38,0,0,0,0,-8,1,2,0,75
"Good",80,255,24,106,15,0,0,93,-8,6,6,15,0,47,0,1,1,0,36,1,4,0,50
"Good",68,178,1,66,21,0,0,96,7,4,6,44,6,74,5,0,0,38,80,3,3,2,75
"Good",62,275,1,87,27,0,0,90,30,6,6,30,4,33,1,3,3,57,54,7,5,3,76
"Good",92,407,7,142,21,0,0,100,-7,7,8,21,1,48,-8,0,0,0,-8,1,2,0,33
"Bad",57,150,6,18,2,1,1,67,16,6,4,9,2,33,7,0,0,22,-8,1,1,-8,67
"Good",91,328,45,169,14,0,0,100,-7,7,8,14,0,29,-7,0,0,6,-8,3,3,0,60
"Good",57,240,7,78,17,1,0,67,2,4,5,18,1,67,0,0,0,93,62,3,3,2,86
"Good",77,100,5,38,15,0,0,93,34,6,6,15,1,27,0,6,6,10,-8,3,1,0,57
"Bad",58,91,4,41,31,0,0,100,-7,7,8,32,5,56,0,1,1,71,90,13,4,4,100
"Bad",64,227,15,115,47,0,0,88,4,4,6,51,0,38,-7,1,1,49,120,9,4,3,64
"Bad",67,212,4,79,18,0,0,100,-7,7,8,18,5,22,0,3,3,81,30,7,1,5,82
"Bad",81,158,13,71,34,0,0,97,42,6,6,37,0,42,1,1,1,9,86,3,5,0,47
"Bad",60,201,2,75,25,1,0,93,3,3,5,28,3,32,-7,5,5,59,64,6,4,3,71
"Good",78,188,5,106,40,0,0,100,-7,7,8,34,3,28,2,1,1,5,51,6,5,0,52
"Bad",63,130,3,67,25,0,0,86,2,4,6,29,1,34,0,0,0,57,75,4,2,2,67
"Bad",59,183,2,73,28,1,1,90,2,0,2,31,2,32,0,10,10,66,62,5,3,1,57
"Bad",60,63,7,31,5,1,1,83,25,6,2,6,1,33,0,2,2,91,83,2,2,1,100
"Bad",90,148,3,77,9,0,0,100,-7,7,8,16,1,0,0,1,1,0,-8,0,-8,0,0
